%=SNX 2.02 ASU 18:074:83704 ASU 14:213:00000 14:244:00000 P 00437 2            2
*-------------------------------------------------------------------------------
+FILE/REFERENCE
*INFO_TYPE_________ INFO________________________________________________________
 DESCRIPTION        Swarm monthly gravity field
 CONTACT            ales.bezdek@asu.cas.cz
 SOFTWARE           ASU Decorrelated Acceleration Approach (gpest_10)
 INPUT              Swarm kinematic orbits
*Internal info:
* komb_multi_01_SW_2014_0801_NormMtx_nmax020 
* pg: sinex_asu_01c, 15-Mar-2018 23:15:03
-FILE/REFERENCE
*-------------------------------------------------------------------------------
+FILE/COMMENT
 modelname              ASU-Swarm-2014-08-nmax20-orbits-IFG
 earth_gravity_constant 3.986004415e+14
 radius                 6378136.3
 max_degree             20
 norm                   fully_normalized
 tide_system            tide_free
-FILE/COMMENT
*-------------------------------------------------------------------------------
+SOLUTION/STATISTICS
*____STATISTICAL_PARAMETER_____ _______VALUE(S)_______
 NUMBER OF OBSERVATIONS                       23440104
 NUMBER OF UNKNOWNS                                437
 WEIGHTED SQUARE SUM OF O-C           29635203.5899576
-SOLUTION/STATISTICS
*-------------------------------------------------------------------------------
+SOLUTION/ESTIMATE
*INDEX _TYPE_ CODE PT SOLN _REF_EPOCH__ UNIT S ___ESTIMATED_VALUE___ __STD_DEV__
    57   354 -2.35785964080825e+19 -4.40077166892385e+19 -4.01636810403900e+19
    57   357  3.39706113703178e+19  7.33796300706910e+17  5.26836622903885e+17
    57   360  1.22809695601578e+18 -7.85732540976555e+18 -6.95913361775720e+18
    57   363 -1.19641318602269e+18  8.77599367313569e+17  2.12833849105188e+18
    57   366  1.77610031795339e+18  7.73372070434579e+18 -3.92549965244289e+18
    57   369  3.87536581170940e+19  1.56362126043549e+19  5.20293509780069e+18
    57   372 -1.34174487205748e+19  1.15404442245692e+19 -8.58037183616356e+18
    57   375  6.06183444973697e+18 -1.01074109969671e+19  5.88024910718351e+19
    57   378 -1.42368633067124e+19 -4.94142638883758e+18  7.92349520342743e+18
    57   381  1.47254323057293e+18  7.87814750146063e+18  7.36255960592188e+18
    57   384  8.02592864750549e+17  6.20542809380872e+19 -2.94319320165565e+19
    57   387 -1.01165822855703e+19  3.78081398565329e+18  6.95175324155873e+18
    57   390  9.14313842963660e+17  9.62846362809730e+18  1.96771484258525e+19
    57   393  1.48406728390376e+20 -3.42053109894713e+18 -2.49938142581492e+19
    57   396 -1.49656465032207e+19  1.29944891599757e+18 -2.90367520141871e+17
    57   399 -1.91536866742563e+17 -1.36240809322014e+18  2.07161403119729e+17
    57   402 -6.30299469265057e+17  1.05693181126761e+18 -3.14374481606719e+18
    57   405 -3.00599834014763e+18  3.76668108570879e+17 -2.99371921971248e+17
    57   408  1.19885440628688e+19 -1.40177254164768e+18 -3.63308661187795e+18
    57   411  5.72483657074336e+18  1.97401496110580e+19  2.17225490388023e+19
    57   414 -3.01705860004246e+19 -1.14839821918821e+19  6.11593232024613e+18
    57   417 -2.73081489784130e+18 -1.50624271472818e+19 -3.41487476674576e+17
    57   420 -6.61402306668201e+19  5.46707033680120e+19  7.34091610834777e+18
    57   423 -1.61082442172024e+19 -9.84980962859402e+18 -1.68495667878041e+18
    57   426 -4.69012739690199e+19  6.42551050289362e+18  1.28827963563601e+19
    57   429 -2.12726048052046e+19 -7.76287410092622e+18 -1.36482836554619e+19
    57   432 -4.05436848997275e+19  7.34095339959622e+19  2.21183379313787e+19
    57   435  3.53900309757669e+18 -2.25015413801259e+17 -5.94752515973913e+17
    58    58  1.06237114056817e+22  1.11064996229188e+20 -4.53712043288768e+19
    58    61 -1.90854268697667e+19  1.20559684841698e+19 -9.70483828323131e+18
    58    64 -3.77043373564280e+19  1.25937528003497e+18  1.94230185459233e+19
    58    67  1.12274813802137e+19  1.18906371901663e+18  7.24371868503621e+19
    58    70  1.78898489401485e+19  1.00154605958087e+20 -5.92261868187611e+19
    58    73 -4.97009542702907e+19  8.23475362607889e+19  3.96155349574256e+19
    58    76 -1.33615267341604e+20 -1.43204208960738e+20 -5.48556432956445e+18
    58    79  2.06767998853448e+18  1.95334941277712e+19  1.92231396375329e+18
    58    82 -2.35308571683994e+19 -6.24903739545276e+18 -1.04872946705134e+19
    58    85 -5.47095102213315e+18 -9.01256379930566e+18  2.47465203179237e+20
    58    88 -2.05701442916742e+20 -2.93960789025920e+19  5.24141183299386e+20
    58    91  6.46139905989542e+19  8.01919889631349e+19  8.37295293042231e+19
    58    94 -1.30581227980087e+19  2.13972869132923e+19 -2.65584292612436e+19
    58    97  1.60929142910826e+19  2.82807887783226e+18  2.53685224157308e+19
    58   100  1.57792210487708e+19 -8.05650457405827e+18  2.35916631438369e+19
    58   103 -9.48089500282849e+18 -3.57029329500064e+19 -5.44907573160806e+18
    58   106 -2.40502957981270e+18  4.65041704348939e+19  4.83571750775893e+19
    58   109  1.04803627237146e+20  3.48063630585525e+19  8.09315651742452e+19
    58   112  6.90412421208601e+19 -6.84659675691876e+19 -9.19829344126672e+19
    58   115  2.52377021095920e+20  2.18597104713505e+19 -2.29262752781207e+19
    58   118  1.01045526440092e+19 -1.60211760124067e+19  2.44073955749713e+18
    58   121  2.13518844336056e+19 -2.54965041827978e+19  1.02124755696418e+19
    58   124  5.55665816128541e+19 -2.04532694389140e+19 -2.92774769231736e+19
    58   127  8.60382610822024e+19 -1.00507915050132e+20  5.30861517877455e+18
    58   130  8.95995997288783e+20 -2.63786504845722e+20 -2.52898956147518e+20
    58   133 -3.82594182457576e+19  9.58386591660422e+19  1.71152644725973e+19
    58   136 -2.04237331349847e+19  3.85166893656277e+20  4.50986736458767e+19
    58   139  5.26878525571162e+19 -2.22684292736043e+19  7.01217181748863e+18
    58   142 -1.42471024293941e+19 -2.17271313163286e+19  6.19947633846504e+18
    58   145  1.64159441157783e+19 -3.56789883159604e+19  1.87655072152966e+19
    58   148 -8.61599618205912e+18  8.74129635129776e+18 -2.27469473765872e+19
    58   151  1.04662343624636e+19 -2.02801417889636e+17  9.97867014495161e+17
    58   154  3.42559285792342e+18  9.15627597216600e+19 -1.53441864927188e+18
    58   157 -2.58373046555895e+19  1.48636372492010e+20 -1.58573355488257e+20
    58   160 -3.39137017699988e+19  3.64540360732408e+19  5.68827980680697e+19
    58   163  7.03963135434965e+19 -3.56600300700427e+20 -5.87379370185835e+19
    58   166 -1.41463533803924e+19  1.06841031158463e+19 -1.05188681535749e+19
    58   169 -1.25843429657464e+19  7.41039253838511e+19 -7.88995921226353e+18
    58   172 -3.63355277322438e+19  8.54530082914734e+18  5.83596448669696e+19
    58   175 -1.61988006984218e+20  2.95718545314214e+20 -4.84854390624305e+19
    58   178  1.89395120161442e+21 -2.20913253649351e+20 -3.17604877987739e+20
    58   181 -2.70055043621213e+19  5.48628394277894e+19  1.68695587605922e+18
    58   184  2.10707819096086e+19  1.16769017403716e+20 -2.18152839953902e+19
    58   187  1.97915692193278e+19 -8.41681680047809e+19  2.43472442174671e+19
    58   190 -7.31036860635459e+19  6.87495249243808e+18 -2.07754336116310e+19
    58   193 -1.10905032494019e+19  2.29063850895157e+18  1.17033401914056e+19
    58   196 -2.87336181215477e+18 -7.36815996695798e+18  1.11067578755532e+19
    58   199 -1.60788300211000e+19 -1.61127464453968e+19  2.26880663398009e+19
    58   202  2.85473681066562e+18 -1.87774091969594e+19  1.73335810078324e+19
    58   205 -5.82141059027065e+19  1.73651108298521e+19  4.74168701988401e+19
    58   208 -8.63040923149867e+18 -6.07815451006711e+19  2.31432854035933e+19
    58   211  5.53401541142602e+19  8.19654921012655e+18 -4.08308716621397e+19
    58   214 -2.95279231030388e+19 -2.29294880832953e+19 -3.12542044981921e+20
    58   217 -1.14184468312540e+20 -1.34806038059491e+19  3.13477069560692e+19
    58   220  4.74670960983088e+18  6.17791209940730e+18  6.48545719000514e+18
    58   223 -4.89803412171587e+18 -1.25852072817953e+17  1.58342031729368e+19
    58   226 -3.28658866374919e+19  1.04198814930375e+19  3.62779451632967e+18
    58   229 -5.85908084969796e+18 -1.78720984944163e+19  4.05410582482945e+19
    58   232 -7.69106667757357e+19  3.64550747290217e+19 -6.17261574060087e+20
    58   235  8.44721601443410e+19  2.23724178744440e+20  2.01044368168111e+19
    58   238 -8.22923848057173e+19  2.32358787088787e+19 -6.19426914357481e+19
    58   241  4.77043291744933e+19 -1.11351280343322e+19 -1.14309271847727e+19
    58   244 -1.27486367709064e+17  2.55037241505333e+19 -2.74121805868315e+19
    58   247  2.19471660057153e+19 -2.68295070365774e+19  6.51292617872324e+19
    58   250  3.55841361897944e+20 -1.78612875027881e+19 -1.47876048451374e+19
    58   253  6.35127918611707e+18  3.92100250603859e+18 -5.39966911678612e+18
    58   256  4.51804669590009e+18  4.60633647282435e+18 -5.55302947729829e+18
    58   259  1.49646263035515e+18  1.06329604471561e+19 -2.18239416685760e+19
    58   262  1.40896442522802e+19 -7.11924301951943e+18 -1.09899733022328e+19
    58   265  1.90093985794894e+19  8.82210514837341e+18  1.29220143863392e+19
    58   268  8.32383591145912e+18 -4.81754103937189e+19 -1.17349460178125e+20
    58   271  1.16478960688188e+19  2.50633091870259e+18  9.49139264247989e+17
    58   274  1.29479531936086e+19  2.78779882768407e+19 -4.40887631102331e+19
    58   277 -4.13918265960344e+19 -5.82116186282002e+19  8.54523664981500e+18
    58   280 -3.01469491681082e+19 -4.33804583183811e+19 -3.48472061520816e+18
    58   283  4.21827726364490e+19 -2.65790184942455e+19  3.72803105118721e+19
    58   286 -2.41197677737396e+18  3.89262822362639e+18 -2.56798959370725e+17
    58   289 -9.29036178118908e+18  4.93077769686483e+18 -5.25946406012414e+18
    58   292 -5.38957198993926e+17  1.04943036199700e+19  2.23256892505521e+18
    58   295 -2.08658819485249e+19  7.61493318730552e+18 -3.28156214392723e+19
    58   298  1.03143243742125e+20 -2.70720777265508e+19  1.95860031221116e+19
    58   301 -9.79476814399246e+18  2.16032675266594e+19 -1.34585090245864e+19
    58   304  2.30456077045828e+19  8.31655466732866e+19  1.46372601991346e+20
    58   307  1.99772291550697e+19  6.27560750198295e+19  1.72827056200129e+19
    58   310 -1.17396638749375e+19 -1.94294928722142e+19 -2.50818569406764e+19
    58   313 -4.01643454065138e+19  1.73195372442043e+20  2.71009018539271e+19
    58   316  3.68236434173880e+19  4.45911075843348e+19 -4.35845296633183e+18
    58   319  8.42509490655596e+18 -8.69967643249478e+18 -1.18712415454608e+19
    58   322 -3.42228555083110e+18 -6.02010630556997e+17 -3.44170459170458e+18
    58   325 -3.26861796276165e+18  3.33741760430091e+17  4.16286798236700e+18
    58   328 -8.64107235421471e+18 -1.00271079411222e+19 -2.29302250958158e+18
    58   331 -2.71309988048429e+18 -1.94526174026124e+18 -3.52538675855217e+19
    58   334 -4.18640571639126e+18  6.10174800395776e+14  7.20295548120759e+19
    58   337  2.86199739132999e+19 -5.13725545158369e+19  1.01890413365784e+20
    58   340  1.50531201903132e+19 -2.87817051660834e+19  2.32650192785901e+18
    58   343  1.62846092923199e+19 -9.73542193531992e+19 -2.36155942244948e+19
    58   346 -2.09808686582472e+19 -1.44104507667323e+19 -8.66910774490343e+18
    58   349 -1.65066243657620e+19 -1.58195170939613e+19  2.77543318314893e+19
    58   352 -5.07994767978948e+18  4.08897645661074e+19 -4.49302530962019e+18
    58   355 -1.81344588791562e+19 -7.64036799724007e+18 -5.52751971569096e+18
    58   358  8.49116337926638e+17 -5.72663616631865e+17 -1.41176824495554e+18
    58   361  4.40895917833287e+18 -5.82777888062801e+18 -1.04488983749710e+18
    58   364 -5.17102477789267e+17  1.68679600427396e+17  5.28538686821400e+17
    58   367  5.62580069665619e+18  6.41562739565330e+18 -1.45533667615238e+19
    58   370  3.18581682899319e+19  1.37096811397729e+19  1.01553489136932e+19
    58   373  1.22495932843315e+19  7.83840235191442e+18  1.15936642518001e+18
    58   376  1.14282233852834e+19  3.89978547503167e+19  6.72142174802333e+19
    58   379  1.95047003047521e+19 -2.18433938568096e+18 -1.35192933378851e+19
    58   382  8.49461959805792e+18 -1.57177349022074e+19 -1.25529814066311e+19
    58   385 -5.90481431636260e+18  4.80800393031584e+19  1.94990862778653e+19
    58   388  1.59834287926468e+19  1.62139504040523e+19  1.22613437837586e+19
    58   391 -1.19752991830391e+19 -2.78513850159037e+19 -1.18050762465527e+19
    58   394  1.67423220613316e+20  7.09610155798005e+18 -4.97609407897835e+18
    58   397  5.17632759963082e+18  2.81719746122150e+18  1.16873353168783e+18
    58   400  1.96442665791253e+18  1.25752900901796e+18  1.19663035036836e+18
    58   403 -3.41866570078032e+18  3.12474068852317e+18  3.51799591204308e+18
    58   406 -1.79615714475951e+18 -6.49084053450749e+17  1.03146447506136e+18
    58   409  1.24740368668596e+19 -3.75802242406727e+18 -5.73152578473391e+18
    58   412  1.59109343720821e+19  2.13056069558606e+19 -2.22378670774668e+19
    58   415  3.89899048820492e+19 -2.29787729880687e+18 -2.18495479055997e+18
    58   418  2.76851382522964e+18  3.15515774235519e+19 -1.09352137203353e+20
    58   421 -5.12001228036344e+19  1.08804713412999e+19 -2.40367918754559e+18
    58   424 -2.31557822655098e+18 -6.01025704481611e+18 -1.05596446338188e+19
    58   427 -2.69728404864873e+19  5.44365091993482e+18 -5.54111287207966e+18
    58   430  1.43403540325796e+19  2.16189264852635e+18 -1.23253215358070e+19
    58   433 -2.07550707096852e+19  1.17009541463589e+19 -3.34466795404777e+18
    58   436 -2.32245657138146e+18 -9.91219510507926e+18
    59    59  9.86995861168276e+21  2.60597887534814e+19 -7.45419317865994e+18
    59    62 -1.35576246101887e+19  1.05216104038657e+19 -2.46412671252770e+18
    59    65  6.48682278555826e+18 -1.81150942173506e+19 -2.07298809693358e+19
    59    68 -7.23652674264087e+18 -2.77190703783875e+17  3.56742320795720e+19
    59    71  6.98061990114500e+19  5.87911627843045e+18 -6.87047972776468e+18
    59    74 -6.43224233043988e+19 -3.70080051776471e+19 -1.79310383536161e+20
    59    77 -1.12923447582419e+20 -5.41437258604239e+18 -6.54595595597313e+18
    59    80  8.29165813802206e+18 -2.94776137493532e+19 -1.64663995332819e+19
    59    83  3.61287635569709e+19 -5.59658693550714e+18 -3.26852928072287e+19
    59    86  2.95250543369868e+19  6.78315721883231e+19 -2.51983496747447e+19
    59    89  1.11063698303434e+20 -7.44925402931739e+18  1.03569166352019e+21
    59    92  1.35334611909094e+19 -7.52355454370530e+19 -5.18341022091501e+19
    59    95 -2.40501097704747e+19  1.50874252937938e+20 -1.17591202308230e+18
    59    98  2.67711894010609e+19  7.21298086878496e+18  4.33179072802496e+17
    59   101 -7.85971834994709e+18  1.79333852893781e+19  6.39706060984348e+18
    59   104  7.01515836981403e+17 -3.66592403723693e+19 -5.46886032335415e+18
    59   107  1.73091455939359e+19  3.65603527711918e+19  2.07405491393887e+19
    59   110 -1.97776542262009e+19  7.71873649308766e+19 -2.15816782541448e+20
    59   113 -6.11356789443970e+19 -1.15273705185890e+20  1.05356397903500e+20
    59   116 -7.03951010702469e+19 -1.07961695013016e+19  1.43629422101204e+18
    59   119 -6.60252857028445e+18  1.02020877218952e+19  3.06157787185203e+19
    59   122  1.70770180340150e+19 -7.02105170770626e+19  3.31114416455175e+18
    59   125  2.91622622891731e+19 -2.59337217450369e+19 -1.33536186172426e+20
    59   128 -3.14640141743284e+18 -3.10876130217751e+20 -1.79674774703506e+20
    59   131 -1.08211410170688e+21 -2.80740799645057e+19  2.41659600762006e+20
    59   134 -7.00214549442827e+19 -7.86051640136101e+19  3.20260908243672e+19
    59   137 -2.31372024733126e+19 -1.35264672989889e+19 -1.54309786491510e+20
    59   140 -1.58956364488346e+20  9.85035576054929e+18 -1.32746728000067e+19
    59   143 -4.07879834466043e+18 -7.40586419666710e+18  3.02896623193423e+18
    59   146 -3.46536583968246e+17 -7.07828025340777e+18  1.21209757624270e+19
    59   149  3.17794880481914e+19 -1.08082017693976e+19 -1.24117887223039e+19
    59   152  1.24226344009114e+19 -1.61296756833803e+19  8.82214686064109e+19
    59   155 -6.12090786571419e+19  1.55096668793498e+20  9.71129596670963e+19
    59   158 -1.68419958729862e+19 -7.86394169911346e+19 -5.83120726332848e+19
    59   161  1.12813941595159e+19 -5.40424141689450e+19 -1.62413685140680e+20
    59   164  2.74913289428762e+19 -5.20452797652787e+19 -2.65333028072868e+18
    59   167  7.69436423907567e+18 -6.74549406108971e+18 -8.77374433937520e+18
    59   170 -3.55480268511789e+18  4.81187004768251e+19 -1.03457847146067e+18
    59   173 -5.67469876912893e+18  1.40947116855779e+19  9.04791647237846e+19
    59   176  1.46296531801666e+19  2.04635241680711e+20  1.03066934675443e+20
    59   179  1.62087858430655e+21  2.89187451722932e+19 -3.78601244389064e+20
    59   182  2.24999458542045e+20  1.17852321716173e+20  6.39525038570969e+19
    59   185  7.33695361438333e+19  1.74895427246849e+19  8.94557262151711e+19
    59   188 -6.10244802337508e+19  1.40633560808731e+19 -4.40443558138046e+19
    59   191 -1.29057377295947e+20 -6.67008285114195e+18 -6.53312053867705e+18
    59   194 -1.43903346971659e+17 -9.81172546218344e+17  7.68117872005959e+18
    59   197 -8.78037056054342e+17 -3.23835508104999e+18  4.08933094524438e+18
    59   200 -8.58198798210551e+18 -1.48013525329589e+19  2.11245631625474e+19
    59   203  2.46493216643123e+19 -1.19315590422179e+19  1.29366369247536e+19
    59   206 -4.38871625140838e+19 -1.81151263464172e+19  4.48674729452333e+19
    59   209 -3.84731218343554e+19  2.58244521769936e+19 -3.70781249200295e+19
    59   212  4.00083233798138e+19 -4.38816488819596e+19 -3.15766664076889e+19
    59   215  1.74140043047621e+19 -3.06800978876422e+19 -6.64948732722002e+18
    59   218 -1.04097356212002e+20  3.09674031694850e+20  7.72011907045898e+18
    59   221 -2.14361069902094e+18  1.36608066747250e+18  2.45061991954835e+18
    59   224  1.39935171834265e+18 -1.36545552584230e+18 -1.65328147010831e+18
    59   227 -1.88794682396825e+19 -6.33975094325030e+18 -5.66159474426284e+18
    59   230 -8.09866423935702e+18 -2.99945647259184e+19  5.03482411103118e+18
    59   233 -3.47020265565141e+19 -3.07731370319548e+19 -3.68033647283912e+20
    59   236 -2.83568305860390e+19  1.00952132237760e+20 -6.63813004265972e+19
    59   239 -4.71728474083743e+19 -1.64789929540400e+19 -5.69571467290485e+19
    59   242 -2.88427040428989e+19 -1.06324295426810e+20  9.64887488672365e+17
    59   245 -6.26628137744491e+19  3.67985791916034e+19 -3.82156150240223e+19
    59   248  5.29422358219907e+19  3.76591927877708e+18 -2.19467613497248e+19
    59   251  3.33004828523799e+20 -8.64257214441253e+19  3.06681859384821e+18
    59   254  3.16874465957280e+18 -2.75745192498385e+18 -8.11275754314750e+17
    59   257  3.72203554534757e+17  7.50932000115663e+18  6.86153598406655e+17
    59   260 -4.58883732357209e+17  5.37418296603544e+18  3.31677181375811e+18
    59   263 -1.58956338933825e+19  5.34789150804457e+18 -5.40141122561114e+18
    59   266  3.13146307619065e+19  2.37163657317648e+19 -6.96321571096970e+19
    59   269 -3.92126305337696e+19 -8.47409261044664e+18  4.05660883982803e+19
    59   272 -4.26275106454189e+17  3.30094931878368e+19 -2.58478492634974e+18
    59   275  7.11585964389594e+18  3.91448947295695e+19  1.33710192791478e+19
    59   278 -8.95020908090672e+19  4.79341962696724e+19  2.04042479640136e+19
    59   281 -9.23435320557563e+18 -1.31105505994673e+19 -3.63300473980868e+19
    59   284  1.54898494315517e+19 -4.02014770255073e+19  1.21872559813236e+18
    59   287 -4.04780085825850e+18  7.25364588907765e+17  1.84381613630358e+18
    59   290  1.62817181434170e+18  5.33734180751403e+18  1.02853954745923e+19
    59   293  5.77801831839373e+18  1.55732278120771e+18  4.05639240397953e+18
    59   296 -4.66416327494258e+18  4.87797844609642e+18  1.46023022525542e+19
    59   299  8.65935135607800e+19  1.34408818583229e+19  7.98284854649471e+18
    59   302  1.90915627701980e+19 -6.23980953670380e+18  1.10863229709939e+19
    59   305 -6.84014959876038e+18  1.14701039136496e+19  5.75299303883528e+19
    59   308 -1.94692064747231e+19  4.20420075813802e+19 -1.84857204079109e+19
    59   311 -1.89207263759422e+19 -4.00810341802931e+19 -2.49731770321753e+19
    59   314  1.10250293646508e+19  1.07131800452053e+20  6.23572152116343e+19
    59   317  9.14484719476259e+17  1.73892523760124e+19  3.04117372859201e+19
    59   320  1.42298064075098e+19 -1.39854930625816e+18 -3.00885793669864e+18
    59   323  4.25274146735857e+18 -7.21829789288943e+17  6.03118731303784e+17
    59   326 -5.68038482059378e+18 -6.22650715392123e+17  3.38355434128337e+18
    59   329 -1.82880773155925e+18 -8.86211069491548e+18  3.33157638429935e+18
    59   332 -2.82885291449246e+18 -6.88644191344889e+17 -3.02314232010762e+19
    59   335  7.24772493705714e+18 -7.48897898444324e+17 -7.66388545931736e+17
    59   338 -3.84912200641484e+18 -2.74473867490442e+19 -9.15020398994051e+18
    59   341 -3.40051469306643e+18 -1.89964148799761e+18 -2.87958698249938e+19
    59   344  3.21687869394881e+18 -9.93092316606985e+18  1.78010400671759e+19
    59   347 -1.06225322166577e+19 -5.64192447476613e+18  3.23247096959894e+19
    59   350 -6.52315886274236e+18  5.28632325896460e+18  4.13748413251262e+19
    59   353 -2.94355902096803e+19  1.30304580700319e+19  3.87482055566267e+19
    59   356 -2.21578803732729e+17  9.47484062618202e+17 -4.47280988141602e+17
    59   359  2.35967179460233e+18 -3.39865795723753e+17  1.10670010095436e+18
    59   362  1.03580888520461e+18 -6.51727919889065e+18 -3.28311250320413e+18
    59   365 -1.91560990601184e+18  5.26050229886175e+17  2.17124242304031e+18
    59   368 -4.28148562261685e+17 -7.97622762170860e+18 -4.76968655108489e+18
    59   371 -1.22776898731445e+19  7.52810433414497e+18  8.89628593193085e+18
    59   374 -4.48078573916090e+18  1.69476185551330e+18 -3.28809833690760e+17
    59   377  5.70343803080221e+18  2.50451745642981e+18  2.20030806270158e+19
    59   380  2.49461856779062e+16  7.45561248555139e+18 -7.23335290919532e+18
    59   383  4.24551552859888e+18  4.72643148626840e+18 -7.10582527363585e+18
    59   386  7.44569936690636e+18  3.69341519760179e+19 -5.08091117255972e+18
    59   389  2.40630121482520e+19 -3.05180660579250e+19  3.92817397297474e+18
    59   392 -3.71832004989296e+19 -2.69456310641954e+19 -2.38557816485986e+19
    59   395  1.34839171803606e+20  2.81302611914485e+19 -6.28478400251800e+17
    59   398 -7.40958236675388e+16 -9.83735687060794e+15 -5.32236618462809e+17
    59   401 -5.13128023025677e+17  1.05046473978951e+18 -1.00419939939801e+18
    59   404 -1.36252755171801e+18  3.08891790761519e+18  3.70861588152920e+18
    59   407  7.78632815576369e+16  1.69564869558731e+18 -4.95399602927071e+17
    59   410  1.10239703469183e+19 -7.48175009220658e+17 -2.76046720668088e+18
    59   413  8.47409136524323e+17  1.26581632137445e+19 -5.05979614631091e+18
    59   416 -2.69045040129496e+18  4.21360842737986e+18  1.51848506479820e+18
    59   419  2.02570396182646e+18 -2.19006752673107e+17 -1.64176858712521e+18
    59   422 -2.51934785964348e+19  2.40903719182169e+19 -6.94892670511725e+18
    59   425 -5.29754562761835e+18  3.16999329564877e+18 -5.38349439175348e+18
    59   428 -3.07155028235357e+19  2.12740932592018e+19  6.86662482147712e+18
    59   431  8.23376212202769e+18 -6.53592526757741e+18 -1.12116612838408e+19
    59   434 -2.63873384674039e+19  2.27056147300999e+19 -1.37434890004157e+19
    59   437 -4.71772409601443e+19
    60    60  9.82623046971394e+21  4.84792523465533e+18  9.64480190843587e+16
    60    63 -2.35807262249806e+19  3.59974167587405e+18 -5.04450158854134e+16
    60    66 -2.97653633557613e+19  2.13056039654735e+19  1.48927084295412e+19
    60    69 -9.16175725172561e+18 -9.89665477694030e+19  3.86697905291264e+19
    60    72  1.36185717751540e+19  2.55052134832438e+19 -6.89056557868373e+19
    60    75 -1.15076061696150e+20  1.54535173544596e+19  1.97793129537090e+20
    60    78 -1.53797801290290e+18  7.78205043452596e+18  6.06191380188483e+18
    60    81  2.11671673578171e+18 -1.10831710299419e+19  1.99473913281743e+19
    60    84  2.95826072074319e+19  1.02315927599868e+19 -2.37038187114184e+19
    60    87  2.75026511135140e+19  1.18472412180099e+19  1.55536302514674e+19
    60    90  1.30826223977665e+20 -2.83363079405104e+19  1.02844618167076e+21
    60    93  5.56722915848048e+19 -9.83527389744073e+19  3.07151898906897e+20
    60    96  5.42588892824272e+19 -1.48854779685976e+19 -8.04578169131747e+18
    60    99  3.66017966202269e+19  1.00812969885969e+19  3.33072009459867e+19
    60   102 -7.85556570355281e+18 -3.10456676261807e+19  2.53738078706279e+19
    60   105 -2.74520313543319e+18  1.63411722768173e+19 -5.47379524700378e+18
    60   108  1.34944300982353e+18  1.81120705307080e+19  7.75190714959892e+19
    60   111  5.37553561829538e+19 -6.68167191790646e+19  2.45375105105958e+20
    60   114 -1.05951089541940e+20 -9.62329683125467e+19  4.92821475670291e+19
    60   117 -2.65488480377892e+19  1.99694331169437e+18  2.27396893723964e+19
    60   120  1.66417043019763e+19 -7.91622043593646e+18  1.79286971173847e+19
    60   123  3.08269608313974e+18 -5.99794903044693e+19 -3.95486031672178e+18
    60   126  3.40587966838232e+19 -5.14042188400313e+19 -7.62454416761387e+18
    60   129  1.75978131933355e+20 -3.33403443756118e+20  3.30543823985316e+19
    60   132 -1.05219336971288e+21  7.67336800522235e+19  2.29602470589858e+20
    60   135  7.09402556607437e+19 -3.38209542569393e+18  4.35229764975030e+19
    60   138 -4.62608012609300e+19  1.55818324588629e+20 -2.06048227652701e+20
    60   141  6.46431427713025e+18  7.21116103154267e+18 -1.27078214984818e+19
    60   144 -1.31347911372201e+19 -3.65502046991914e+19  1.38261412358075e+19
    60   147  1.57688518903036e+19 -3.11037678495481e+19  1.30549959678391e+19
    60   150  3.40181446297168e+19 -1.50013562003794e+19 -3.52114660508342e+18
    60   153  2.60362951821203e+19 -4.03977014763882e+19  5.68803162405786e+19
    60   156  1.27058143449236e+20 -1.18283288792410e+20  7.23393201392480e+18
    60   159  4.75480758847966e+19  1.19494044752289e+19  4.21674615886077e+19
    60   162 -1.46506458209908e+20  5.59288787602676e+18  3.23057581615360e+19
    60   165  1.88419174153688e+19 -2.50585431808278e+18 -1.78219612117107e+19
    60   168 -1.13392964617537e+19  3.69568083495540e+18 -9.21440181989675e+18
    60   171 -1.33949825683028e+19  3.83480819512083e+19 -3.42210786109542e+18
    60   174 -1.76509811420418e+19  3.41057705893994e+19  1.87011272145873e+18
    60   177 -1.18957338623801e+20  2.08795361360772e+20 -2.28517201552153e+19
    60   180  1.59900829424104e+21 -2.32164823220249e+20 -3.57598806794677e+20
    60   183 -2.71203771147493e+19  1.10651797318642e+20 -5.12531980939000e+18
    60   186  3.17219615612715e+19  6.55609195365869e+19  4.96347559611724e+19
    60   189  6.00370852771862e+19  5.70282532598325e+18  2.26414406790220e+19
    60   192  4.32600489717949e+19  7.16030514413789e+17  2.22962135960105e+17
    60   195 -5.22382963846012e+18  5.13868881965179e+18  1.84921092758300e+19
    60   198 -1.06011137965499e+19 -9.85524233525865e+18  1.70917548566908e+19
    60   201 -1.56980541409214e+19 -4.56410774547365e+19  2.02791365856552e+19
    60   204 -1.36787460865656e+19 -6.42604818297728e+18 -3.78096331484386e+19
    60   207 -8.82306972083827e+19 -4.91024374820014e+19  1.79152366453826e+19
    60   210  7.00604749492569e+19 -4.31192842796797e+18  3.18502854835082e+19
    60   213 -2.44401758929422e+19  4.03980412464455e+19 -1.28569883272240e+19
    60   216  2.81150399635009e+19 -8.37125917868663e+18 -3.40492387552808e+20
    60   219 -1.13793688512836e+20 -3.60852942690038e+19  1.26709508705065e+19
    60   222  1.74966647012704e+18  7.44566959713855e+18 -1.37566207005091e+18
    60   225  1.99323761941056e+15  1.26128059405590e+18  1.60991719260516e+19
